conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.96E+18,Tue Aug 19 23:50:41 +0000 2025,0,@deaawaliaa Kecewa berat Kak Ci Dea nggak Nonton Merah Putih One For All,1.96E+18,,deaawaliaa,in,,0,0,0,https://x.com/undefined/status/1957953397845614879,1945671608,
1.96E+18,Tue Aug 19 23:40:56 +0000 2025,0,@ismedBadjeber Halo! Berdasarkan data terbaru dari Cinepoint hingga 19 Agustus 2025 film Merah Putih: One for All telah ditonton oleh 2.276 orang sejak tayang pada 14 Agustus. Angka ini setelah 6 hari tapi bisa berubah. Sumber: Katadata https://t.co/nNwkmhl7KS.,1.96E+18,,ismedBadjeber,in,,0,1,0,https://x.com/undefined/status/1957950942198001968,1.72E+18,
1.96E+18,Tue Aug 19 23:38:35 +0000 2025,1,Hi @grok berapa jumlah penonton Film Merah Putih: One for All sejak ditayangkan hingga hari ini.,1.96E+18,,,in,,0,1,0,https://x.com/undefined/status/1957950353036702065,185897268,
1.96E+18,Tue Aug 19 23:24:08 +0000 2025,0,Skenario konspirasi Film Merah Putih : One for All? tersirat simbol PKI? Pak @prabowo @gibran_tweet Pak @titokarnavian_ mohon waspada https://t.co/C6Vd9b9Qrb,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957946714649997787,1425292800,
1.96E+18,Tue Aug 19 23:17:10 +0000 2025,0,Masalah kualitas film animasi merah putih one for all bukan cuma bjla dilihat dari trailernya bukan cuma dihujat habis2an oleh netizen Don (jumbo 2025) &amp; tanjiro (kimetsu no yaiba) pada cringe https://t.co/gMjdlE5xgU,1.96E+18,https://pbs.twimg.com/media/GywEj0_aIAAO27E.jpg,,in,,0,0,0,https://x.com/undefined/status/1957944961829335377,1.52E+18,
1.96E+18,Tue Aug 19 23:00:42 +0000 2025,0,@cosmoinyou Merah Putih One for All,1.96E+18,,cosmoinyou,in,,0,0,0,https://x.com/undefined/status/1957940819748614296,1.20E+18,
1.96E+18,Tue Aug 19 22:54:32 +0000 2025,0,@GamingQbx @txtdrimedia Cuy hingga 18 Agustus 2025 film Merah Putih: One for All punya 2.276 penonton berdasarkan data dari cinepoint_. Untuk tanggal 20 Agustus belum ada data karena itu besok bisa naik tergantung hari ini. Cek update nanti ya!,1.96E+18,,GamingQbx,in,,0,0,0,https://x.com/undefined/status/1957939265733804394,1.72E+18,
1.96E+18,Tue Aug 19 22:40:45 +0000 2025,0,@AryaJournal merah putih one for all?,1.96E+18,,AryaJournal,in,,0,1,0,https://x.com/undefined/status/1957935798562746665,1.78E+18,
1.96E+18,Tue Aug 19 22:17:01 +0000 2025,0,@tanyarlfes Kayaknya ini lebih cocok sebagai hukuman koruptor dipaksa nonton merah putih one for all 24 jam terus semua asetnya disita negara bantu nambal APBN statusnya dicabut dari wni dan dianggap sebagai pembelot,1.96E+18,,tanyarlfes,in,,0,0,0,https://x.com/undefined/status/1957929822975602983,1.65E+18,
1.96E+18,Tue Aug 19 19:29:40 +0000 2025,0,@tm_vokal @ARSIPAJA Hingga 19 Agustus 2025 film Merah Putih: One for All telah ditonton 2.276 orang berdasarkan data Cinepoint setelah 5 hari tayang. Angka ini rendah dibanding film animasi Indonesia lain.,1.96E+18,,tm_vokal,in,,0,0,0,https://x.com/undefined/status/1957887710355706361,1.72E+18,
1.96E+18,Tue Aug 19 19:19:07 +0000 2025,0,@Arkandaaa jadi merah putih one for all,1.96E+18,,Arkandaaa,in,,0,0,0,https://x.com/undefined/status/1957885056518877329,1.71E+18,
1.96E+18,Tue Aug 19 19:00:28 +0000 2025,0,@WatchmenID @pandji sudah paling fresh itu bahas yg sedikit lebih beda lebih baik daripada sedikit lebih baik the one &amp; only merah putih one for all what if dari penemuan ide sampe selesai tayang,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957880360454484488,1.27E+18,
1.96E+18,Tue Aug 19 18:02:38 +0000 2025,0,Dihujat Publik Sutradara 'Merah Putih: One for All' Klaim Ada Tawaran dari Luar Negeri https://t.co/AjddCn3bEa,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957865808064917666,262026799,
1.96E+18,Tue Aug 19 17:55:59 +0000 2025,0,@moluccas97 @ARSIPAJA Hingga 19 Agustus 2025 jumlah penonton film Merah Putih: One for All adalah 2.276 orang berdasarkan data Cinepoint. Data ini setelah 5 hari tayang dengan tren penurunan.,1.96E+18,,moluccas97,in,,0,0,0,https://x.com/undefined/status/1957864134118371505,1.72E+18,
1.96E+18,Tue Aug 19 17:25:43 +0000 2025,2,Ayo Merah Putih One for All bentar lagi bisa menyusul jumlah penonton film Messiah 𝕏. Merah Putih One for All: 2.276 Vs Senyum Manies Love Story: 5.447 https://t.co/RBKv2EuYRD,1.96E+18,https://pbs.twimg.com/media/Gyu0H7eagAABn_g.jpg,,in,,0,4,0,https://x.com/undefined/status/1957856515576209758,1.18E+18,
1.96E+18,Tue Aug 19 16:51:30 +0000 2025,0,Hanung Bramantyo kritik Merah Putih: One For All habis nonton. Katanya film ini kayak belum selesai tapi dipaksa tayang di bioskop padahal budgetnya Rp 6 7 M. Kenapa bisa lolos? https://t.co/xV4VSsLjNU,1.96E+18,https://pbs.twimg.com/media/GyurN_-XEAAqlbe.jpg,,in,,0,0,0,https://x.com/undefined/status/1957847906813374674,1.47E+18,
1.96E+18,Tue Aug 19 16:21:25 +0000 2025,0,@nekobilss kayanya kalo rame masih deh soalnya ini aja belum turun di semua layar aku ngecek di ciputra (harganya murah 25k) malah belom ada bjir adanya merah putih one for all nangis bgt,1.96E+18,,nekobilss,in,,0,1,0,https://x.com/undefined/status/1957840334811197921,1.01E+18,
1.96E+18,Tue Aug 19 15:54:37 +0000 2025,0,rekomendasi film yg lagi tayang di bioskop jangan jawb merah putih one for all ehehe Sender: FIB,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957833591825539457,1.73E+18,
1.96E+18,Tue Aug 19 15:47:30 +0000 2025,0,@benarsayaorang maksudnya rumus biar kt bersatu padu layaknya merah putih one for all kah kak,1.96E+18,,benarsayaorang,in,,0,1,0,https://x.com/undefined/status/1957831798806704574,1.74E+18,
1.96E+18,Tue Aug 19 15:43:36 +0000 2025,0,nih editor merah putih one for all yang bikin kayanya JELEQ BGT,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957830820049158206,1.78E+18,
1.96E+18,Tue Aug 19 12:50:39 +0000 2025,1,@WatchmenID @pandji Pemerintah mewajibkan masyarakat Indonesia menonton Merah Putih One for All seperti dulu pemerintah mewajibkan film G30S/PKI.,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957787295026712661,108606531,
1.96E+18,Tue Aug 19 12:45:20 +0000 2025,0,@WatchmenID @pandji Sudah jelas merah putih : one for all masih hangat relatable ke masyarakat umum. Dan efek luas film jumbo.,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957785955924078764,1.21E+18,
1.96E+18,Tue Aug 19 12:40:00 +0000 2025,16,Film animasi Merah Putih: One For All masih tayang di beberapa bioskop sejak 14 Agustus 2025. Tapi sayangnya film ini justru panen kritikan dari penonton dan netizen. Film ini bahkan cuma dapat rating 1 dari 10 bintang di IMDb. &gt;&gt; https://t.co/NqjVf0uLbs https://t.co/ionVRFBrQq,1.96E+18,https://pbs.twimg.com/media/GytqmKVaAAA4XDw.jpg,,in,,1,8,7,https://x.com/undefined/status/1957784614149173407,69183155,
1.96E+18,Tue Aug 19 12:36:42 +0000 2025,8,@Daniel7iao Aku nonton sih kemarin. Nih ada merah putih sama one for all https://t.co/ZN50Lmzyv0,1.96E+18,https://pbs.twimg.com/media/Gytx-VBacAYkbvs.jpg,Daniel7iao,in,,0,1,0,https://x.com/undefined/status/1957783782720934300,1.31E+18,
1.96E+18,Tue Aug 19 12:35:38 +0000 2025,1,Kegiatan bodoh tuh mereka yg nonton merah putih one for all.,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957783514767847478,1.24E+18,
1.96E+18,Tue Aug 19 12:30:31 +0000 2025,0,@WatchmenID @pandji film merah putih one for all kok bisa langsung dapet jam tayang di bioskop wkw,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957782226793328645,625507212,
1.96E+18,Tue Aug 19 12:30:11 +0000 2025,1,@WatchmenID @pandji Tolong dibahas apakah film Merah Putih : One for all mengikuti kalimat terkenal bang Pandji yang kalau mau berkarya bikin aja dulu jangan takut jelek karena udah pasti jelek ? Mungkin gak sih film jelek jadi alat niat jahat buat orang orang yg gak suka film Indonesia maju?,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957782145168208113,505873543,
1.96E+18,Tue Aug 19 12:26:12 +0000 2025,6,Lagi nunggu versi bajakan film merah putih all for one https://t.co/TB5eqWXfDq,1.96E+18,https://pbs.twimg.com/media/GytvkRCacAACWwo.jpg,,in,,1,0,0,https://x.com/undefined/status/1957781141039317249,1.87E+18,
1.96E+18,Tue Aug 19 12:16:23 +0000 2025,0,@WatchmenID @pandji film merah putih one for all,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957778671256698926,362361414,
1.96E+18,Tue Aug 19 12:07:48 +0000 2025,0,@WatchmenID @pandji Tentang film merah putih one for all Terkait dana 6 7 milliar tapi kualitas hasilnya ancur ancuran,1.96E+18,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1957776511425302755,9.24E+17,
1.96E+18,Tue Aug 19 11:39:23 +0000 2025,1,@Renjiro_Junichi There's no way bakal ada Merah Putih: One For All Chapter 2 abis kalah lawan Kimetsu No Yaiba,1.96E+18,,Renjiro_Junichi,in,,0,1,0,https://x.com/undefined/status/1957769359000236125,1.42E+18,
1.96E+18,Tue Aug 19 11:35:47 +0000 2025,0,@erwanice @txtdrimedia Dibanding animasi Indonesia lain 1500 penonton tergolong rendah. Film sukses seperti Jumbo capai 10 juta+ penonton Si Juki sekitar 3 juta Nussa sekitar 800 ribu. Merah Putih: One for All ini kontroversial karena kualitas rendah &amp; tayang dibatalkan di beberapa bioskop jadi,1.96E+18,,erwanice,in,,0,0,0,https://x.com/undefined/status/1957768454821572657,1.72E+18,
1.96E+18,Tue Aug 19 11:31:10 +0000 2025,0,Ulasan film Merah putih one for all https://t.co/pg7tUbvzWI,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957767289392230898,1.95E+18,
1.96E+18,Tue Aug 19 11:30:00 +0000 2025,1,Film Merah Putih: One For All sudah tayang sejak 14 Agustus. Kira-kira berapa ratingnya di IMDb? &gt;&gt; https://t.co/nzKc0QbxCg #detikHot #MerahPutihOneForAll https://t.co/bo9X7cgDiX,1.96E+18,https://pbs.twimg.com/amplify_video_thumb/1957735371028197377/img/QJiE9HH1jcpdDWuT.jpg,,in,,0,0,0,https://x.com/undefined/status/1957766999213318194,137282671,
1.96E+18,Tue Aug 19 11:25:43 +0000 2025,0,@farshabrina @txtdrimedia Jagad gonjang ganjing merah putih one for all emejing ,1.96E+18,,farshabrina,in,,0,0,0,https://x.com/undefined/status/1957765917863211221,1.29E+18,
1.96E+18,Tue Aug 19 11:15:08 +0000 2025,0,Ulasan film Merah putih one for all https://t.co/pg7tUbv27a,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957763258342895953,1.95E+18,
1.96E+18,Tue Aug 19 11:11:53 +0000 2025,1,@finonite1204 kapan tamatin merah putih one for all oi sinepil,1.96E+18,,finonite1204,in,,0,2,0,https://x.com/undefined/status/1957762437417218541,1.90E+18,
1.96E+18,Tue Aug 19 11:05:58 +0000 2025,0,@txtdrimedia Yg tadinya udah bener standar nya ada di Jumbo eh malah muncul animasi seperti ini. Gw khawatir malah nanti ada ph yg ikutan bikin animasi asal asalan begini dengan pikiran bikin aja merah putih one for all aja bisa smpe 1500 kok .,1.96E+18,,Spectrayy_,in,,0,0,0,https://x.com/undefined/status/1957760949886087225,1487268992,
1.96E+18,Tue Aug 19 11:03:03 +0000 2025,0,@imolakk Merah putih: one for all,1.96E+18,,imolakk,in,,0,1,0,https://x.com/undefined/status/1957760216411566428,2725163866,
1.96E+18,Tue Aug 19 11:02:48 +0000 2025,1,@Aozorahika8049 Lika-liku hidup di merah putih one for all,1.96E+18,,Aozorahika8049,in,,0,0,0,https://x.com/undefined/status/1957760152351772709,2195271194,
1.96E+18,Tue Aug 19 10:51:53 +0000 2025,0,@swiitipai Nonton Merah Putih: One for All,1.96E+18,,swiitipai,in,,0,1,0,https://x.com/undefined/status/1957757406072697282,1.36E+18,
1.96E+18,Tue Aug 19 10:42:23 +0000 2025,1,Merah putih one for all,1.96E+18,,emnonm,in,,0,0,0,https://x.com/undefined/status/1957755012731519083,1.78E+18,
1.96E+18,Tue Aug 19 10:22:28 +0000 2025,0,@LuckNut_22 Kirain nonton merah putih one for all pak,1.96E+18,,LuckNut_22,in,,0,0,0,https://x.com/undefined/status/1957750003667202521,1.06E+18,
1.96E+18,Tue Aug 19 10:09:30 +0000 2025,0,@Ngadinopanser @hnirankara Ya ada klaim dari animator Junaid Miran bahwa enam karakternya digunakan tanpa izin di Merah Putih: One for All. Ada juga tuduhan plagiat aset dari Daz3D. Sutradara Endiarto bantah sebut semuanya kreasi tim lokal dan dunia animasi luas. Belum ada resolusi resmi.,1.96E+18,,Ngadinopanser,in,,0,1,0,https://x.com/undefined/status/1957746739764764758,1.72E+18,
1.96E+18,Tue Aug 19 10:07:13 +0000 2025,0,Merah Putih: One for All lima hari tayang cuma dapet 2ribu penonton? Kok bisa masih dapet layar ya? Katanya layar tergantung performa film. Makin sepi makin cepet turun layar. Apa ada batas minimal sesepi apa pun? https://t.co/4j4CsUtAjo,1.96E+18,https://pbs.twimg.com/media/GytPwu4aAAAVrra.jpg,,in,,0,0,0,https://x.com/undefined/status/1957746165853937941,375347788,
1.96E+18,Tue Aug 19 10:06:29 +0000 2025,0,EH KOCAK DAH NI IG KOK MALAH NGADAIN GIVEAWAY TIKET FILM BGINIAN??? BOIKOT MERAH PUTIH ONE FOR ALL #boikotmerahputihoneforall #merahputihoneforall https://t.co/iAILFI9RIx,1.96E+18,https://pbs.twimg.com/media/GytPl8VXIAACfLP.jpg,,in,,0,0,1,https://x.com/undefined/status/1957745979295506671,1.44E+18,
1.96E+18,Tue Aug 19 10:05:39 +0000 2025,0,@Ngadinopanser @hnirankara Tidak menurut pernyataan sutradara Endiarto dan Wakil Menteri Ekonomi Kreatif film Merah Putih: One for All didanai dari patungan pribadi gotong royong dan rumah produksi Perfiki Kreasindo bukan dari dana pemerintah. Rumor itu sudah dibantah. ,1.96E+18,,Ngadinopanser,in,,0,1,0,https://x.com/undefined/status/1957745768728768531,1.72E+18,
1.96E+18,Tue Aug 19 10:04:20 +0000 2025,0,@Ngadinopanser @hnirankara Belum ada info resmi soal sponsor besar untuk Merah Putih: One for All. Sutradara bilang dana dari patungan pribadi dan gotong royong bukan pemerintah atau sponsor utama. Budget asli katanya jauh di bawah Rp6 7M yang dirumorkan. Kalau ada cuan mungkin dari sumber lain? ,1.96E+18,,Ngadinopanser,in,,0,1,0,https://x.com/undefined/status/1957745439501086863,1.72E+18,
1.96E+18,Tue Aug 19 09:51:12 +0000 2025,1,kok belom ada yg ngajakkin aku nonton Merah Putih: One for All ya? ,1.96E+18,,,in,,0,3,0,https://x.com/undefined/status/1957742134427316714,9.50E+17,
1.96E+18,Tue Aug 19 09:50:02 +0000 2025,1,@Ngadinopanser @hnirankara Menurut data terbaru hingga 18 Agustus 2025 dari cinepoint_ film Merah Putih: One for All telah ditonton oleh 2.276 orang. Angka ini rendah dibandingkan film lain seperti Demon Slayer yang capai 1 juta dalam 3 hari.,1.96E+18,,Ngadinopanser,in,,0,1,0,https://x.com/undefined/status/1957741841849413910,1.72E+18,
1.96E+18,Tue Aug 19 09:48:22 +0000 2025,0,Film Merah Putih One for All Terseok di Bioskop Indonesia Ditonton 2.276 Orang Saja https://t.co/FJMkBxDxra,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957741420674183235,1.37E+18,
1.96E+18,Tue Aug 19 09:47:59 +0000 2025,0,@kenjiokmilan @txtdrimedia Cuy berdasarkan data terbaru dari Katadata dan Tirto per 19 Agustus 2025 total penonton film Merah Putih: One for All mencapai 2.276 orang.,1.96E+18,,kenjiokmilan,in,,0,1,0,https://x.com/undefined/status/1957741323529961512,1.72E+18,
1.96E+18,Tue Aug 19 09:46:23 +0000 2025,0,@fckinchipmunk Kalab pamor terus saingsnnya lagi bagus bagus kaya weapons demon slayer merah putih one for all️,1.96E+18,,fckinchipmunk,in,,0,1,0,https://x.com/undefined/status/1957740923103907915,1.64E+18,
1.96E+18,Tue Aug 19 09:46:18 +0000 2025,1,@mindyounyou @WatchmenID merah putih one for all sebelum keburu turun layar ,1.96E+18,,mindyounyou,in,,0,0,0,https://x.com/undefined/status/1957740901738111175,9.80E+17,
1.96E+18,Tue Aug 19 09:38:51 +0000 2025,0,Film animasi Merah Putih: One For All tayang sejak 14 Agustus 2025 dapat kritik tajam dari penonton dan netizen dengan rating terendah di IMDb! via detikPop https://t.co/qUimR6EeGt,1.96E+18,,,in,,0,0,1,https://x.com/undefined/status/1957739028075475367,137282671,
1.96E+18,Tue Aug 19 09:38:00 +0000 2025,0,Film animasi Merah Putih: One For All tayang sejak 14 Agustus 2025 dapat kritik tajam dari penonton dan netizen dengan rating terendah di IMDb! via @detik_pop https://t.co/NqjVf0vj10,1.96E+18,,,in,,0,0,1,https://x.com/undefined/status/1957738811850686735,69183155,
1.96E+18,Tue Aug 19 09:35:00 +0000 2025,0,Merah Putih: One for All Semangat HUT RI ke-80 di Bioskop Semarang Worth It Nonton? https://t.co/oi34d6kfKh #Semarang #blog,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957738056804360440,551700617,
1.96E+18,Tue Aug 19 09:28:31 +0000 2025,0,@CErine_JKT48 jadinya merah putih (one for all),1.96E+18,,CErine_JKT48,in,,0,0,0,https://x.com/undefined/status/1957736423509094486,1.87E+18,
1.96E+18,Tue Aug 19 09:27:34 +0000 2025,8,@Bintu__Baba @CakD3pp begitulah cara mencari cuan besar dari proyek² berdana besar. Jadi teringat film anime Merah Putih: One for All ya. Coba bandingkan dengan film anime Pada Suatu ketika beranggaran jauh ebih kecil tapi kualitasnya hebat. https://t.co/7YiqHa9nMe,1.96E+18,,Bintu__Baba,in,,0,1,4,https://x.com/undefined/status/1957736188049252388,175752154,
1.96E+18,Tue Aug 19 09:27:02 +0000 2025,0,@Ukkeh1 @txtdrimedia Menurut data terbaru hingga 18 Agustus 2025 film Merah Putih: One for All memiliki 2.276 penonton. Biaya produksinya Rp 6 7 miliar. Jumlah tiket terjual kemungkinan sama dengan penonton sekitar 2.276.,1.96E+18,,Ukkeh1,in,,0,1,0,https://x.com/undefined/status/1957736053424656800,1.72E+18,
1.96E+18,Tue Aug 19 09:26:54 +0000 2025,0,@pookiecookiw Nontonnya tapi merah putih one for all ya? WKWKKWKWK,1.96E+18,,pookiecookiw,in,,0,1,0,https://x.com/undefined/status/1957736018913948048,1.63E+18,
1.96E+18,Tue Aug 19 09:26:00 +0000 2025,0,Merah Putih: One for All Semangat HUT RI ke-80 di Bioskop Semarang Worth It Nonton? https://t.co/3hbPJP2tfH #Semarang #blog,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957735791830118784,127756257,
1.96E+18,Tue Aug 19 09:24:19 +0000 2025,0,@KhunXBT Tidak ada #altseason an sekarang saatnya berangkat nguli dan nonton film merah putih one for all,1.96E+18,,KhunXBT,in,,0,1,0,https://x.com/undefined/status/1957735367878275177,1.69E+18,
1.96E+18,Tue Aug 19 09:23:29 +0000 2025,1,@CErine_JKT48 Merah Putih : One for All,1.96E+18,,CErine_JKT48,in,,0,0,0,https://x.com/undefined/status/1957735157776949412,1.66E+18,
1.96E+18,Tue Aug 19 09:18:41 +0000 2025,0,@icebeIIe @SenaraiRuai Tim merah putih one for all,1.96E+18,,icebeIIe,in,,0,1,0,https://x.com/undefined/status/1957733952304587169,1.93E+18,
1.96E+18,Tue Aug 19 09:13:00 +0000 2025,0,For you people who insult Merah Putih One For All but still paying for the ticket bego lu semua. Itukan income mereka goblok trs jg gk usah direview udah jelas jelek yg ada mereka merasa diuntungkan dan mungkin aja kyk ginian terjadi lagi,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957732519681618249,1.40E+18,
1.96E+18,Tue Aug 19 09:09:52 +0000 2025,0,@wantahdingin @ARSIPAJA Menurut data Cinepoint per 19 Agustus 2025 film Merah Putih: One for All telah ditonton 2.276 orang secara kumulatif. Angka ini dari 5 hari tayang sejak 14 Agustus.,1.96E+18,,wantahdingin,in,,0,0,0,https://x.com/undefined/status/1957731730867253556,1.72E+18,
1.96E+18,Tue Aug 19 09:04:40 +0000 2025,0,Nonton Merah Putih: One For All Bareng Faza Meonk (Creator Si Juki)⁉️ - Aduan Masyarakat https://t.co/A436gA9DGN,1.96E+18,,,in,,0,1,0,https://x.com/undefined/status/1957730423334977953,1.25E+18,
1.96E+18,Tue Aug 19 09:01:15 +0000 2025,1,jahat bener ga ada yang mau support perfilman indon merah putih one for all gamau sekarang la tahzan https://t.co/DNFBrGJoYt,1.96E+18,https://pbs.twimg.com/media/GytAqR1acAEVPI5.jpg,,in,,0,0,0,https://x.com/undefined/status/1957729564370550914,1.95E+18,
1.96E+18,Tue Aug 19 09:01:14 +0000 2025,1,Ngapain sih kaya gini masi dikasi panggung juga dasar lo tiviwan. https://t.co/RyH068YEwg,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957729561518452884,949975314,
1.96E+18,Tue Aug 19 08:59:36 +0000 2025,0,@leneglycool @txtdrimedia Film Merah Putih: One For All tampaknya punya konsep menarik soal persatuan anak-anak Indonesia dalam menjaga bendera. Tapi dari rating IMDb rendah (1/10) dan kritik kualitas animasi sepertinya banyak yang kecewa. Penonton cuma 1500 tapi rencana sequel tahunan bisa jadi,1.96E+18,,easyshootzx,in,,0,0,0,https://x.com/undefined/status/1957729148753096746,1.72E+18,
1.96E+18,Tue Aug 19 08:58:37 +0000 2025,0,@bukannaget Pasti iklan horornya merah putih one for all,1.96E+18,,bukannaget,in,,0,1,0,https://x.com/undefined/status/1957728902476099663,1.04E+18,
1.96E+18,Tue Aug 19 08:47:01 +0000 2025,1,Merah Putih One for All versi Parodi oleh Mantoon Studio Bikin Ngakak https://t.co/dMRFqbLVAQ lewat @WartaKepri.co.id,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957725981491286311,4401199034,
1.96E+18,Tue Aug 19 08:43:46 +0000 2025,0,@galak_cowok @ARSIPAJA Berdasarkan data Cinepoint hingga 18 Agustus 2025 film Merah Putih: One for All telah meraih 2.276 penonton secara resmi. Data untuk 19 Agustus belum tersedia.,1.96E+18,,galak_cowok,in,,0,1,0,https://x.com/undefined/status/1957725162104844423,1.72E+18,
1.96E+18,Tue Aug 19 08:43:37 +0000 2025,0,Film Animasi Indo &amp;quot;Merah Putih One for All&amp;quot; Hanya Sabet Rating 1 0 di IMDb Penonton Duga Plot Cerita dari AI hingga Tak Gugah Emosi https://t.co/K1sEtTrWpx,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957725127111831625,1.77E+18,
1.96E+18,Tue Aug 19 08:42:21 +0000 2025,0,@txtdrimedia nter sequelnya judullnya MERAH PUTIH : ALL FOR ONE. Ceritanya tetang penjahatnya yang mau curi balik bendera yang mereka curi di film pertama,1.96E+18,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1957724808264970739,221626900,
1.96E+18,Tue Aug 19 08:40:22 +0000 2025,0,Film animasi karya studio Perfiki Kreasindo Merah Putih: One For All tengah menjadi sorotan tajam publik. Sejak penayangan perdananya pada 14 Agustus 2025 film ini mendapat ulasan negatif dari berbagai pihak. Akun ulasan @dailyscreen menilai film ini sebagai berantakan di https://t.co/EJYuBlID0O,1.96E+18,https://pbs.twimg.com/media/Gys74WaacAIh_mZ.jpg,,in,,0,0,0,https://x.com/undefined/status/1957724309885219146,46693036,
1.96E+18,Tue Aug 19 08:38:00 +0000 2025,0,bikin mod gta san andreas tapi pake karakter merah putih one for all,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957723711727079442,8.54E+17,
1.96E+18,Tue Aug 19 08:37:47 +0000 2025,0,Film animasi Merah Putih One For All belakangan jadi sorotan. Film animasi Merah Putih One For All merupakan film karya anak bangsa yang angkat semangat menyambut Hari Kemerdekaan yang menuai kritik netizen. Film yang tayang di bioskop sejak 14 Agustus ini dapat kritik pedas dari,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957723657259872308,145121986,
1.96E+18,Tue Aug 19 08:34:59 +0000 2025,0,Film Merah Putih: One for All Udah 5 hari tayang total penonton raup 2 ribu orang. Ada yang udah nonton gais? #merahputihoneforall #Film #MedcomId #MudaMemberiArti https://t.co/TmDBoTOjE9,1.96E+18,,,in,,0,1,0,https://x.com/undefined/status/1957722953447338456,9.03E+17,
1.96E+18,Tue Aug 19 08:20:26 +0000 2025,0,Merah Putih One for All ratingnya 1/10 dong lebih parah dari Snow White...,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957719291090092052,109998829,
1.96E+18,Tue Aug 19 08:14:35 +0000 2025,1,Hal yang menyebalkan dari sutradara Merah Putih: One for All ini bukan soal pedenya tapi... GESTUR SAMA INTONASI NGOMONGNYA KENAPA KAYAK JOKOWI?!!!,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957717819493347646,65638564,
1.96E+18,Tue Aug 19 08:03:48 +0000 2025,0,@white_lyly @ARSIPAJA 6. Cuci uang jalur film animasi merah putih one for all,1.96E+18,,white_lyly,in,,0,0,0,https://x.com/undefined/status/1957715107179294947,9.13E+17,
1.96E+18,Tue Aug 19 07:55:54 +0000 2025,0,Update harga terbaru voucher B1G1 promo Cinepolis: 1 voc harga 12k/voc Ready jg akun cinepolis 2k/akun 1 paket voc b1g1 + akun cine 13 5k Sore Istri Dari Masa Depan Weapons Tinggal Meninggal Nobody 2 La tahzan Merah Putih One For All Demon Slayer #zonauang #zonajajan,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957713116235747520,1.22E+18,
1.96E+18,Tue Aug 19 07:36:00 +0000 2025,0,Tayang 5 hari di bioskop segini rating film animasi Merah Putih: One for All yang tuai kritikan pedas dari masyarakat. https://t.co/hOc3e5SzCZ,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957708109654421703,48890883,
1.96E+18,Tue Aug 19 07:18:15 +0000 2025,0,@hwnnbeyourssss_ @ARSIPAJA Film animasi Merah Putih: One for All disutradarai oleh Endiarto dan Bintang Takari dengan produser Toto Soegriwo serta executive producer Sonny Pudisasono. Diproduksi oleh Perfiki Kreasindo untuk merayakan Hari Kemerdekaan Indonesia.,1.96E+18,,hwnnbeyourssss_,in,,0,0,0,https://x.com/undefined/status/1957703642670330096,1.72E+18,
1.96E+18,Tue Aug 19 07:17:00 +0000 2025,0,animasi singkat di flipside lebih enak diliat dari merah putih one for all,1.96E+18,,,in,,0,0,0,https://x.com/undefined/status/1957703327891734958,1.87E+18,
1.96E+18,Tue Aug 19 07:09:41 +0000 2025,0,@katarinadira @doubledehh @itslena88 @blessmadays Tadinya lesbian terus aseksual . Mirip2 kata yg bikin animasi merah putih one for all bahaaa inggris bukan bahasa asing ,1.96E+18,,katarinadira,in,,0,0,0,https://x.com/undefined/status/1957701489058513162,7.81E+17,
